Term,Definition,URL
Activity Cost Driver: Definition and Examples,"An activity cost driver is an action that triggers higher or lower variable costs for a business., Activity cost drivers give a more accurate determination of the true cost of business activity by considering the indirect expenses., Keeping tabs on these fluctuating costs can help boost efficiency and company profits., Activity cost drivers are used in activity-based costing (ABC) inmanagerial accounting.",https://www.investopedia.com/terms/a/activity-cost-driver.asp
What Is an Actuarial Gain Or Loss? Definition and How It Works,"Actuarial gains and losses are created when the assumptions underlying a company's projected benefit obligation change., Accounting rules require companies to disclose both the pension obligations (liabilities) and the assets meant to cover them. This shows investors the overall health of the pension fund.﻿﻿, All defined benefits pension plans will see periodic actuarial gains or losses as key demographic assumptions or key economic assumptions making up the model are updated.",https://www.investopedia.com/terms/a/actuarial-gain-loss.asp
"Actuarial Life Table: What it is, How it Works, FAQs","The statistics in an actuarial life table calculate the probability of surviving a particular year of age, among other things., Insurance companies use actuarial life tables in their work., These tables may be called different names like a mortality table, actuarial or life table., Actuarial science uses primarily two types of life tables.",https://www.investopedia.com/terms/a/actuarial-life-table.asp
Ad Valorem Tax: Definition and How It's Determined,"An ad valorem tax is a tax based on the assessed value of an item, such as real estate or personal property., The most common ad valorem taxes are property taxes levied on real estate., The Latin phrasead valoremmeans ""according to value."" So all ad valorem taxes are based on the assessed value of the item being taxed., Property ad valorem taxes (property taxes) are usually levied by local jurisdictions, such as counties or school districts., Ad valorem taxes are generally levied on both real property (land, buildings and other structures) and major personal property, such as a car or boat.",https://www.investopedia.com/terms/a/advaloremtax.asp
What Is Actuarial Science? Definition and Examples of Application,"Actuarial science assesses financial risks in the insurance and finance fields, using mathematical and statistical methods., Actuarial science applies probability analysis and statistics to define, analyze, and solve the financial impact of uncertain future events., Actuarial science helps insurance companies forecast the probability of an event occurring to determine the funds needed to pay claims., The Casualty Actuarial Society (CAS) and Society of Actuaries (SOA) promote several professional certifications for actuaries to pursue beyond a bachelor's degree in actuarial science., The most recent salary information from the Bureau of Labor Statistics shows actuaries earned an average salary of nearly $113,990 as of May 2022.",https://www.investopedia.com/terms/a/actuarial-science.asp
"Add-On Interest Definition, Formula, Cost vs. Simple Interest","Most loans are simple interest loans, where the interest is based on the amount owed on the remaining principal after each monthly payment is made., Add-on interest loans combine principal and interest into one amount owed, to be paid off in equal installments., The result is a substantially higher cost to the borrower., Add-on interest loans are typically used with short-term installment loans and for loans made to subprime borrowers.",https://www.investopedia.com/terms/a/add-on_interest.asp
"Additional Paid-in Capital: What It Is, Formula, and Examples","Additional paid-in capital (APIC) is the difference between the par value of a stock and the price that investors actually pay for it., To be the ""additional"" part of paid-in capital, an investor must buy the stock directly from the company during its IPO., The APIC is usually booked as shareholders' equity on the balance sheet., However, the cash generated from the sale of stock (both the par value and APIC) is recorded in the asset section of the balance sheet., APIC is a great way for companies to generate cash without having to give any collateral in return.",https://www.investopedia.com/terms/a/additionalpaidincapital.asp
Additional Child Tax Credit (ACTC): Definition and Who Qualifies,"The Additional Child Tax Credit is the refundable portion of the Child Tax Credit., It is claimed by families who owe the IRS less than their qualified Child Tax Credit amount., For 2023, the Additional Child Tax Credit will refund eligible taxpayers up to $1,600. For 2024, it's $1,700., To determine whether you're eligible for the Additional Child Tax Credit, you can fill out Schedule 8812 along with your Form 1040.",https://www.investopedia.com/terms/a/additional-child-tax-credit.asp
Addition Rule for Probabilities Formula and What It Tells You,"The addition rule for probabilities consists of two rules or formulas, with one that accommodates two mutually-exclusive events and another that accommodates two non-mutually exclusive events., Non-mutually-exclusive means that some overlap exists between the two events in question and the formula compensates for this by subtracting the probability of the overlap, P(Y and Z), from the sum of the probabilities of Y and Z., In theory the first form of the rule is a special case of the second form.",https://www.investopedia.com/terms/a/additionruleforprobabilities.asp
"Adhesion Contract: Definition, History, and Enforceability","Adhesion contracts are ""take it or leave it"" agreements where you must accept the contract or walk away., Adhesion contracts are meant to simplify business transactions by standardizing the agreement between the supplier and the buyer., To be enforceable, adhesion contracts cannot be unreasonably one-sided., Courts ultimately decide what is reasonable within an adhesion contract., The legal view of such contracts has evolved over time and may differ across jurisdictions.",https://www.investopedia.com/terms/a/adhesion-contract.asp
"What Is Adjudication? Definition, How It Works, Types, and Example","Adjudication is the process by which a court judge resolves issues between two parties., Adjudication hearings are similar to the arbitration hearing process., Generally, adjudication hearings involve money or nonviolent infractions that result in a distribution of rights and obligations for all parties involved.",https://www.investopedia.com/terms/a/adjudication.asp
"Adjusted Closing Price: How It Works, Types, Pros & Cons","The adjusted closing price amends a stock's closing price to reflect that stock's value after accounting for any corporate actions., The closing price is the raw price, which is just the cash value of the last transacted price before the market closes., The adjusted closing price factors in corporate actions, such as stock splits, dividends, and rights offerings., The adjusted closing price can obscure the impact of key nominal prices and stock splits on prices in the short term.",https://www.investopedia.com/terms/a/adjusted_closing_price.asp
Adjustable-Rate Mortgage (ARM): What It Is and Different Types,"An adjustable-rate mortgage is a home loan with an interest rate that can fluctuate periodically based on the performance of a specific benchmark., ARMS are also called variable rate or floating mortgages., ARMs generally have caps that limit how much the interest rate and/or payments can rise per year or over the lifetime of the loan., An ARM can be a smart financial choice for homebuyers who are planning to keep the loan for a limited period of time and can afford any potential increases in their interest rate.",https://www.investopedia.com/terms/a/arm.asp
"Adjusted EBITDA: Definition, Formula and How to Calculate","The adjusted EBITDA measurement removes non-recurring, irregular and one-time items that may distort EBITDA., Adjusted EBITDA provides valuation analysts with a normalized metric to make comparisons more meaningful across a variety of companies in the same industry., Public companies report standard EBITDA in financial statement filings as Adjusted EBITDA is not required in GAAP financial statements.",https://www.investopedia.com/terms/a/adjusted-ebitda.asp
"Adjustable Life Insurance: Definition, Pros & Cons, vs. Universal","Adjustable life insurance allows you to make changes to the cash value, premiums, and death benefit., It gives you the flexibility to adjust your insurance coverage based on shifting life events., Adjustable life insurance includes a savings component known as cash value., As the cash value grows, you may borrow from it or use it to pay your premiums., The cash value account often earns interest but the gains are typically modest.",https://www.investopedia.com/terms/a/adjustable-life-insurance.asp
Adjusted Funds From Operations (AFFO): Definition and Calculation,"Adjusted funds from operations (AFFO) is a financial measure used to estimate the value of a real estate investment trust (REIT)., AFFO is based on funds from operations (FFO), but is considered preferable, because it takes costs into consideration, thus more accurately estimating the REIT's present values and ability to pay dividends., Though no one official measure exists, an AFFO formula is along the lines of AFFO = FFO + rent increases - capital expenditures - routine maintenance amounts.",https://www.investopedia.com/terms/a/affo.asp
What Is Adjusted Gross Income (AGI)?,"The IRS uses your adjusted gross income (AGI) to determine how much income tax you owe for the year., Your AGI is calculated by subtracting certain adjustments to income from your total income for the year (your gross income)., Your AGI can affect the size of your tax deductions as well as your eligibility for some types of retirement plan contributions, such as a Roth individual retirement account (Roth IRA)., Modified adjusted gross income (MAGI) is your AGI with some otherwise allowable deductions added back in. For many people, AGI and MAGI will be the same., Among the items subtracted from your gross income when calculating your AGI are educator expenses and contributions to retirement plans.",https://www.investopedia.com/terms/a/agi.asp
"Adjusting Journal Entry Definition: Purpose, Types, and Example","Adjusting journal entries are used to record transactions that have occurred but have not yet been appropriately recorded in accordance with the accrual method of accounting., Adjusting journal entries are recorded in a company's general ledger at the end of an accounting period to abide by the matching and revenue recognition principles., The most common types of adjusting journal entries are accruals, deferrals, and estimates., It is used for accrual accounting purposes when one accounting period transitions to the next., Companies that use cash accounting do not need to make adjusting journal entries.",https://www.investopedia.com/terms/a/adjusting-journal-entry.asp
What Are Administrative Expenses and What Are Some Examples?,"Administrative expenses are costs incurred to support the functioning of a business but that aren't directly related to the production of a specific product or service., Some level of administrative expenses will always be incurred as a necessary part of operations., Administrative expenses are often among the first identified for budget cuts because they don't directly impact a company's main business functions., Management may allocate administrative expenses to its business units based on a percentage of revenue, expenses, or other measures.",https://www.investopedia.com/terms/a/administrative-expenses.asp
"Adjusted Present Value (APV): Overview, Formula, and Example","APV is the NPV of a project or company if financed solely by equity plus the present value of financing benefits., APV shows an investor the benefit of tax shields from tax-deductible interest payments., It is best used for leverage transactions, such as leveraged buyouts, but is more of an academic calculation.",https://www.investopedia.com/terms/a/apv.asp
"Administrative Services Only (ASO): Definition, Pros & Cons","ASO-based, self-funded benefit plans are common among large firms because they can spread the risk of costly claims over a large number of workers and dependents., Because employers with ASOs take full responsibility for claims made to the plan, many also establish stop-loss arrangements., ASO agreements were designed for larger companies that prefer to outsource payroll, workers' compensation, health benefits, and human resources functions, but also want to fund their own health plan., ASO insurance generally includes short-term disability, health, and dental benefits., Traditional administrator plans are arrangements where the insurance company provides administrative services, as well as assumes the risks of claims.",https://www.investopedia.com/terms/a/administrative-services-only.asp
Advance/Decline (A/D) Line: Definition and What It Tells You,"The advance/decline (A/D) line is abreadth indicatorused to show how many stocks are participating in a stock market rally or decline., Whenmajor indexesare rallying, a rising A/D line confirms the uptrend showing strong participation., If major indexes are rallying and the A/D line is falling, it shows that fewer stocks are participating in the rally which means the index could be nearing the end of its rally., When major indexes are declining, a falling advance/decline line confirms the downtrend., If major indexes are declining and the A/D line is rising, fewer stocks are declining over time, which means the index may be near the end of its decline.",https://www.investopedia.com/terms/a/advancedeclineline.asp
Adverse Possession: Legal Definition and Requirements,"Adverse possession is the legal process whereby a non-owner occupant of a piece of land gains title and ownership of that land after a certain period of time., The claimant, or disseisor, must demonstrate that several criteria have been met before the court will allow their claim., Requirements may include continuous use, a takeover of the land, and exclusive use., Also known colloquially as squatters' rights or homesteading, the law may also be applied to other properties such as intellectual or digital/virtual property., There are some measures landowners can take to avoid adverse possession.",https://www.investopedia.com/terms/a/adverse-possession.asp
"Advance Payment: What It Is, How It Works, Examples","Advance payments are made before receiving a good or service., In many cases, advance payments protect the seller against nonpayment in case the buyer doesn't come and pay at the time of delivery., Companies record advance payments as assets on their balance sheets., A prepaid cell phone is an example of an advance payment.",https://www.investopedia.com/terms/a/advance-payment.asp
What Is an Advanced Internal Rating-Based (AIRB) Approach?,"An advanced internal rating-based (AIRB) system is a way of accurately measuring a financial firm's risk factors., In particular, AIRB is an internal estimate of credit risk exposure based on isolating specific risk exposures such as defaults in its loan portfolio., Using AIRB, a bank can streamline its capital requirements by isolating the specific risk factors that are most serious and downplaying others.",https://www.investopedia.com/terms/a/airb.asp
"Adverse Selection: Definition, How It Works, and The Lemons Problem","Adverse selection is when sellers have information that buyers do not have, or vice versa, about some aspect of product quality., It is the tendency of those in dangerous jobs or high-risk lifestyles to purchase life or disability insurance where chances are greater they will collect on it., A seller may also have better information than a buyer about products and services being offered, putting the buyer at a disadvantage in a transaction., Adverse selection can often be seen in the markets for used cars or insurance.",https://www.investopedia.com/terms/a/adverseselection.asp
"Affiliate: Definition in Corporate, Securities, and Markets","An affiliate is a company in which a minority stake is held by a larger company., In retail, one company becomes affiliated with another to sell its products or services for a fee., Affiliate relationships exist in many different types of configurations across all sorts of industries.",https://www.investopedia.com/terms/a/affiliate.asp
"Advertising Budget: Definition, Ways To Set a Budget, and Goals","An advertising budget is the amount of money set aside for purposes of marketing and advertisements., The cost of advertising dollars must be weighed against the potential recognized revenues that those dollars will generate., Demographic research and customer segmentation can create profiles to help optimize the returns to advertising spending.",https://www.investopedia.com/terms/a/advertising-budget.asp
"Affiliate Marketer: Definition, Examples, and How to Get Started","Affiliate marketing is a marketing scheme in which a company compensates partners for business created from the affiliate's marketing tactics., Digital marketing, analytics, and cookies have made affiliate marketing a billion-dollar industry., Firms typically pay affiliates per sale and less frequently by clicks or impressions., The three main types of affiliate marketing are unattached affiliate marketing, involved affiliate marketing, and related affiliate marketing.",https://www.investopedia.com/terms/a/affiliate-marketing.asp
"Affiliated Companies: Definition, Criteria, and Example","Two companies are affiliated when one is a minority shareholder of another., The parent company generally owns less than a 50% interest in its affiliated company, and the parent keeps its operations separate from the affiliate., Parent businesses can use affiliates as a way to enter foreign markets., Affiliates are different than subsidiaries, which are majority-owned by the parent company.",https://www.investopedia.com/terms/a/affiliatedcompanies.asp
What Is Affirmative Action? How It Works and Example,"Affirmative action seeks to reverse historical trends of discrimination against individuals with certain identities., Policies often implement hiring quotas, provide grants and scholarships, and may also deny government funding and contracts to institutions that fail to follow policy guidelines., Affirmative action includes assistance for gender representation, people with disabilities, and covered veterans., In Students for Fair Admissions v. Harvard, the U.S. Supreme Court held that race-based affirmative action programs in college admissions violate the Equal Protection Clause of the 14th Amendment.",https://www.investopedia.com/terms/a/affirmative-action.asp
After-Tax Real Rate of Return Definition and How to Calculate It,"The after-tax real rate of return takes into consideration inflation and taxes to determine the true profit or loss of an investment., The opposite of the after-tax real rate of return is the nominal rate of return, which only looks at gross returns., Tax-advantaged investments, such as Roth IRAs and municipal bonds, will see less of a discrepancy between nominal rates of return and after-tax rates of return.",https://www.investopedia.com/terms/a/after-tax-real-rate-of-return.asp
"Affordable Care Act (ACA): What It Is, Key Features, and Updates","The Affordable Care Act was signed into law in March 2010 and is commonly known as Obamacare., The ACA was designed to extend health coverage to millions of uninsured Americans., The ACA expanded Medicaid eligibility, created a Health Insurance Marketplace, and prevented insurance companies from denying coverage due to preexisting conditions., The Affordable Care Act requires insurers to cover a list of essential health benefits.",https://www.investopedia.com/terms/a/affordable-care-act.asp
"After-Tax Contribution: Definition, Rules, and Limits","After-tax contributions can be made to a Roth account., Typically funding a 401(k) is done with pre-tax dollars out of your paycheck., If you think you will have a higher income after retirement, contributing to a Roth may make sense., The 2023 annual limit on funding an IRA is $6,500 per year if under 50 years of age ($7,500 for those aged 50 and over). For 2024, these numbers are $7,000 and $8,000, respectively., There is an income threshold for being eligible to contribute to a Roth IRA account.",https://www.investopedia.com/terms/a/aftertaxcontribution.asp
"After-Hours Trading: How It Works, Advantages, Risks, Example","After-hours trading starts once the the day's normal trading session closes at 4 p.m. and ends at around 8 p.m., Premarket trading sessions are also available to investors, generally from 7 a.m. to 9:25 a.m., After-hours trading and premarket trading is referred to as extended-hours trading., Advantages of after-hours trading include convenience and opportunity., Risks include low liquidity, wide bid-ask spreads, and order restrictions.",https://www.investopedia.com/terms/a/afterhourstrading.asp
Agency by Necessity: Meaning in Estate Planning,"Agency by necessity allows some person or entity to act on behalf of another when the beneficiary is unable to explicitly grant permission to do so., These situations often arise from urgent or emergency conditions, but where the beneficiary's needs are placed first., In finance and investing, agency by necessity gives a broker or financial advisor certain discretion to act on behalf of a client.",https://www.investopedia.com/terms/a/agency-by-necessity.asp
"Agency Bond: Definition, Types, and Tax Rules","Federal government agency bonds and government-sponsored enterprise bonds pay slightly higher interest than U.S. Treasury bonds., Most, but not all, are exempt from state and local taxes., Like any bonds, they have interest rate risks.",https://www.investopedia.com/terms/a/agencybonds.asp
After-Tax Income: Overview and Calculations,"After-tax income is gross income minus deductions of federal, state, and withholding taxes., After-tax income is the disposable income that a consumer or firm has available to spend., Computing after-tax income for businesses is relatively the same as for individuals, but instead of determining gross income, companies begin by defining total revenues.",https://www.investopedia.com/terms/a/aftertaxincome.asp
What Are Agency Costs? Included Fees and Example,"An agency cost is an internal expense that comes from an agent taking action on behalf of a principal., Core inefficiencies, dissatisfactions, and disruptions contribute to agency costs., Agency costs that include fees associated with managing the needs of conflicting parties are called agency risk., An agent-principal relationship exists between a company's management (agent) and its shareholders (principal).",https://www.investopedia.com/terms/a/agencycosts.asp
"Agency Problem: Definition, Examples, and Ways To Minimize Risks","An agency problem is a conflict of interest inherent in any relationship where one party is expected to act in the best interest of another., Agency problems arise when incentives or motivations present themselves to an agent to not act in the full best interest of a principal., Through regulations or by incentivizing an agent to act in accordance with the principal's best interests, agency problems can be reduced.",https://www.investopedia.com/terms/a/agencyproblem.asp
"What Is an Agent? Definition, Types of Agents, and Examples","An agent is authorized to act on behalf of another person, such as an attorney or a stockbroker., People hire agents to perform tasks that they lack the time or expertise to do for themselves., A universal agent has wide authority to act on another's behalf, but a general agent or special agent has more limited and specific powers., Agency by necessity is where an agent is appointed to act on behalf of a client who is physically or mentally incapable of making a decision., Most agent jobs require a license and registration with the appropriate state authorities.",https://www.investopedia.com/terms/a/agent.asp
"Agency Theory: Definition, Examples of Relationships, and Disputes","Agency theory attempts to explain and resolve disputes over the respective priorities between principals and their agents., Principals rely on agents to execute certain transactions, which results in a difference in agreement on priorities and methods., The difference in priorities and interests between agents and principals is known as the principal-agent problem., Resolving the differences in expectations is called ""reducing agency loss."", Performance-based compensation is one way that is used to achieve a balance between principal and agent., Common principal-agent relationships include shareholders and management, financial planners and their clients, and lessees and lessors.",https://www.investopedia.com/terms/a/agencytheory.asp
Aggregate Stop-Loss Insurance,"Aggregate stop-loss insurance is designed to protect an employer who self-funds their employee health plan from higher-than-anticipated payouts for claims., Stop-loss insurance is similar to high-deductible insurance, and the employer remains responsible for claims below the deductible amount., The deductible or attachment for aggregate stop-loss insurance is calculated based on several factors including an estimated value of claims per month, the number of enrolled employees, and a stop-loss attachment multiplier which is usually around 125% of anticipated claims.",https://www.investopedia.com/terms/a/aggregate-stop-loss-insurance.asp
Aggregate Supply Explained: What It Is and How It Works,"Aggregate supply is the total amount of goods and services produced at a specific price point for a particular period., Short-term changes in aggregate supply are impacted most significantly by increases or decreases in demand., Long-term changes in aggregate supply are impacted most significantly by new technology or other changes in an industry., Aggregate supply is the opposite of aggregate demand, which is the total demand for finished goods and services over a specified time",https://www.investopedia.com/terms/a/aggregatesupply.asp
"Aggregate Demand: Formula, Components, and Limitations","Aggregate demand measures the total amount of demand for all finished goods and services produced in an economy., Aggregate demand is expressed as the total amount of money spent on those goods and services at a specific price level and point in time., Aggregate demand consists of all consumer goods,capital goods, exports, imports, and government spending.",https://www.investopedia.com/terms/a/aggregatedemand.asp
"Aggregation: Meaning, Importance, Effects","Financial advisors and banks aggregate their customer's information so that they are able to easily produce a clear picture of that client's finances. Also, it adds an additional level of protection for the client., Advisors and planners hit a wall when their clients do not give them full access, and they argue that it does not allow them the full-picture view needed to give accurate advice on their client's finances., Aggregation is beneficial for both parties but the edge goes to the financial advisor, who may or may not see a gap in a client's servicing where they might be able to upsell a product or service.",https://www.investopedia.com/terms/a/aggregation.asp
"Aggressive Investment Strategy: Definition, Benefits, and Risks","Aggressive investing accepts more risk in pursuit of greater return., Aggressive portfolio management may achieve its aims through one or more of many strategies including asset selection and asset allocation., Investor trends after 2012 showed a preference away from aggressive strategies and active management and towards passive index investing.",https://www.investopedia.com/terms/a/aggressiveinvestmentstrategy.asp
"Agribusiness Explained: What It Is, Challenges, and Examples","Agribusiness is a combination of the words “agriculture” and “business,” and it refers to commerce in farming and farming-related activities., Agribusiness covers the production, processing, and distribution of farm-based goods., Companies in the agribusiness industry comprise all aspects of food production., Climate change has amplified the pressure on many agribusinesses to adapt to large-scale shifts in weather patterns.",https://www.investopedia.com/terms/a/agribusiness.asp
"What Is AG (Aktiengesellschaft)? Definition, Meaning, and Example","Aktiengesellschaft is a German term used for publicly traded corporations on German stock exchanges., Abbreviated as ""AG"", these letters follow the name of such public limited liability companies., Companies that are designated as AG fall under increased regulatory oversight and must satisfy several initial and ongoing requirements to maintain its status as such.",https://www.investopedia.com/terms/a/ag-aktiengesellschaft.asp
"Alan Greenspan: Brief Bio, Policies, Legacy","Alan Greenspan is an American economist and former chair of the Federal Reserve., Greenspan's policy was defined by the Great Moderation, or the long-term maintenance of low, stable inflation and economic growth., The expansionary monetary policy of ""easy money"" attributed to Greenspan's tenure has been blamed in part for stoking the 2000 dot-com bubble and the 2008 financial crisis., Greenspan's time as chair began with the immediate challenge of dealing with the historic 1987 stock market crash., Greenspan is considered by some to be hawkish in his concerns over inflation. He received criticism for focusing more on controlling prices than on achieving full employment.",https://www.investopedia.com/terms/a/alangreenspan.asp
Air Waybill (AWB) Definition and How to Get One,"An air waybill or AWB is a document that accompanies goods shipped by an international courier, which allow for tracking., It serves as a receipt of goods by an airline, as well as a contract of carriage between the shipper and the carrier. It’s a legal agreement that’s enforceable by law., AWBs are non-negotiable instruments and must include the shipper's name and address, consignee's name and address, destination airport, and value of contents, among other things.",https://www.investopedia.com/terms/a/airway-bill.asp
"Aleatory Contract Definition, Use in Insurance Policies","An aleatory contract is an agreement whereby the parties involved do not have to perform a particular action until a specific event occurs., The trigger events aleatory contracts are those that cannot be controlled by either party, such as natural disasters or death., Insurance policies use aleatory contracts whereby the insurer doesn't have to pay the insured until an event, such as a fire resulting in property loss.",https://www.investopedia.com/terms/a/aleatory-contract.asp
"What Is All Risk Insurance, and What Does It (and Doesn't) Cover?","All risks is a comprehensive insurance policy offered in the property-casualty market., All risks and named perils are two types of insurance commonly offered to homeowners and business owners., Insurance that allows for all risks means the policyholder can seek compensation for any events that the contract hasn't directly ruled out as being covered., Policyholders can usually pay more to have a rider or floater added to the contract that would cover a specific event that was ruled out., All risks insurance differs from named perils insurance, in which the policyholder can only seek compensation for events that are specified in the policy.",https://www.investopedia.com/terms/a/all-risks.asp
Allowance for Bad Debt: Definition and Recording Methods,"An allowance for bad debt is a valuation account used to estimate the amount of a firm's receivables that may ultimately be uncollectible., Lenders use an allowance for bad debt because the face value of a firm's total accounts receivable is not the actual balance that is ultimately collected., The primary ways of estimating the allowance for bad debt are the sales method and the accounts receivable method., According to generally accepted accounting principles (GAAP), the main requirement for an allowance for bad debt is that it accurately reflects the firm's collections history.",https://www.investopedia.com/terms/a/allowance-for-bad-debt.asp
"Algorithmic Trading: Definition, How It Works, Pros & Cons","Algorithmic trading involves employing process- and rules-based computational formulas for executing trades., Black-box or profit-seeking algorithms can have opaque decision-making processes that have drawn the attention and concerns of policymakers and regulators., Algorithmic trading has grown significantly since the early 1980s and is used by institutional investors and large trading firms for diverse purposes., While it provides advantages, such as faster execution time and reduced costs, algorithmic trading can also exacerbate the market's negative tendencies by causing flash crashes and immediate loss of liquidity.",https://www.investopedia.com/terms/a/algorithmictrading.asp
"Allocated Loss Adjustment Expenses (ALAE) Definition, Examples","Allocated loss adjustment expenses (ALAE) are expenses attributed to a specific insurance claim., ALAE, along with unallocated loss adjustment expenses (ULAE), represent an insurer's estimate of the money it will pay out in claims and expenses., Expenses associated with ULAE are more general and may include overhead, investigations, and salaries., Small, straightforward claims are the easiest for an insurance company to settle and often require less ALAE when compared to claims that may take years to settle.",https://www.investopedia.com/terms/a/allocated-loss-adjustment-expenses-alae.asp
"Allotment Definition, Reasons for Raising Shares, IPOs","An allotment is the systematic distribution of business resources across different entities and over time., It generally refers to the allocation of shares granted to a participating underwriting firm during an initial public offering., Allotments are commonly executed when demand is strong and exceeds demand., Companies can also execute allotments through stock splits, employee stock options, and rights offerings., The main reason that a company issues new shares for allotment is to raise money to finance business operations.",https://www.investopedia.com/terms/a/allotment.asp
Allowance For Credit Losses,"Allowance for credit losses is an estimate of the debt that a company is unlikely to recover., It is taken from the perspective of the selling company that extends credit to its buyers., This accounting technique allows companies to take anticipated losses into consideration in its financial statements to limit overstatement of potential income.",https://www.investopedia.com/terms/a/allowance-for-credit-losses.asp
Understanding Allocational Efficiency and Its Requirements,"Allocational or allocative efficiency is an efficient market whereby all goods and services meet the needs and wants of society., Allocative efficiency ensures that resources are used so that their marginal benefit to society is equal to their marginal cost., An efficient market is always reflected in themarket pricesof goods and services.",https://www.investopedia.com/terms/a/allocationalefficiency.asp
Allowance for Doubtful Accounts: Methods of Accounting for,"The allowance for doubtful accounts is a contra account that records the percentage of receivables expected to be uncollectible, though companies may specifically trace accounts., The allowance is established in the same accounting period as the original sale, with an offset to bad debt expense., The percentage of sales method and the accounts receivable aging method are the two most common ways to estimate uncollectible accounts., Companies can also use specific identification, historical evidence, and or risk assignment to determine the estimate., The purpose of the allowance is to use the matching principle between revenue and expenses while also reporting the net amount of assets using the conservatism principle.",https://www.investopedia.com/terms/a/allowancefordoubtfulaccounts.asp
"Alpha: Its Meaning in Investing, With Examples","Alpha refers to excess returns earned on an investment above the benchmark return when adjusted for risk., Active portfolio managers seek to generate alpha in diversified portfolios, with diversification intended to eliminate unsystematic risk., Because alpha represents the performance of a portfolio relative to a benchmark, it is often considered to represent the value that a portfolio manager adds to or subtracts from a fund’s return., Jensen’s alpha takes into consideration the capital asset pricing model (CAPM) and includes a risk-adjusted component in its calculation.",https://www.investopedia.com/terms/a/alpha.asp
"Alphabet Stock: What it Means, How it Works","Alphabet stocks are shares of a publicly traded company that have different share classes, usually denoted as "".A shares"" or "".B shares."", Often, these shares differ in terms of voting and dividend rights., Alphabet stock may be designated to denote ownership in a particular subsidiary of a firm rather than the parent organization.",https://www.investopedia.com/terms/a/alphabet-stock.asp
What Are Alternative Investments? Definition and Examples,"An alternative investment is a financial asset that does not fit into the conventional equity/income/cash categories., Private equity or venture capital, hedge funds, real property, commodities, and tangible assets are all examples of alternative investments., Most alternative investments have fewer regulations from the U.S. Securities and Exchange Commission (SEC) and tend to be somewhat illiquid., While traditionally aimed at institutional or accredited investors, alternative investments have become feasible to retail investors via alternative funds., Common forms of alternative investments include real estate, commodities, cryptocurrency, and collectibles.",https://www.investopedia.com/terms/a/alternative_investment.asp
"Alternative Depreciation System (ADS): Definition, Uses, Vs. GDS","The alternative depreciation system (ADS) is a method that allows taxpayers to calculate the depreciation amount the IRS allows them to take on certain business assets., Depreciation is an accounting method that allows businesses to allocate the cost of an asset over its expected useful life., The alternative depreciation system enables taxpayers to extend the number of years they can depreciate an asset., The general depreciation system (GDS) allows taxpayers to accelerate the asset's depreciation rate by recording a larger depreciation amount during the early years of an asset's useful life.",https://www.investopedia.com/terms/a/alternative-depreciation-system.asp
"Alternative Minimum Tax (AMT) Definition, How It Works","The AMT ensures that certain taxpayers pay their fair share or at least a minimum amount of tax., It doesn't kick in until income reaches beyond a certain exemption level., For 2023, the exemption is $81,300 for single filers and $126,500 for couples filing jointly., For 2024, the exemption is $85,700 for single filers and $133,300 for couples filing jointly., In 2012, Congress passed the American Taxpayer Relief Act of 2012 that indexed the exemption amount to inflation to prevent middle-income taxpayers from owing AMT due to bracket creep.",https://www.investopedia.com/terms/a/alternativeminimumtax.asp
Alternative Trading System (ATS) Definition and Regulation,"Alternative trading systems (ATS) are venues for matching large buy and sell transactions., They are not as highly regulated as exchanges., Examples of ATSs include dark pools and ECNs., SEC Regulation ATS establishes a regulatory framework for these trading venues.",https://www.investopedia.com/terms/a/alternative-trading-system.asp
"Altman Z-Score: What It Is, Formula, How to Interpret Results","The Altman Z-score is a formula for determining whether a company, notably in the manufacturing space, is headed for bankruptcy., The formula takes into account profitability, leverage, liquidity, solvency, and activity ratios., An Altman Z-score close to 0 suggests a company might be headed for bankruptcy, while a score closer to 3 suggests a company is in solid financial positioning.",https://www.investopedia.com/terms/a/altman.asp
Always Be Closing (ABC): Explanation of Motivational Phrase,"Always Be Closing is a mantra used in the sales world meaning a salesperson must always focus on closing the deal., The origin of the slogan is the David Mamet-scripted play and film ""Glengarry Glen Ross."", Contemporary thinking suggests that focusing on the customer's expressed needs, or Always Be Helping, is a more effective sales strategy.",https://www.investopedia.com/terms/a/always-be-closing.asp
"Amalgamation: Definition, Pros and Cons, vs. Merger & Acquisition","Amalgamation combines two or more companies into a new entity by merging their assets and liabilities., This differs from an acquisition or takeover in that none of the companies involved survive individually., Amalgamation can help increase cash resources, reduce competition, and save companies on taxes, among other potential benefits., The practice can also lead to a monopoly if too much competition is eliminated, raise the new entity's debt load to a dangerous level, and cost some employees their jobs.",https://www.investopedia.com/terms/a/amalgamation.asp
"Amended Tax Return: Who Needs To File One, How, and When","An amended return is a form filed in order to make corrections to a tax return from a previous year., Form 1040-X, available on the IRS website, is the form for filing amended returns., Changes in filing status, changes in the number of claimed dependents, incorrectly claimed tax credits and deductions, and incorrectly reported income are reasons individual taxpayers file an amended return., There is a three-year statute of limitations on issuing tax refund checks.",https://www.investopedia.com/terms/a/amendedreturn.asp
